antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
"frozenset({'SibSp', 'classification'})","frozenset({'Embarked', 'Sex', 'Pclass', 'Age'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Embarked'})","frozenset({'classification', 'Sex', 'Pclass', 'Age'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Age'})","frozenset({'Embarked', 'classification', 'Sex', 'Pclass'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'SibSp', 'Pclass'})","frozenset({'Embarked', 'classification', 'Sex', 'Age'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
frozenset({'SibSp'}),"frozenset({'Sex', 'classification', 'Embarked', 'Age', 'Pclass'})",0.2986111111111111,1.0,0.2986111111111111,1.0,1.0,0.0,inf
"frozenset({'Sex', 'Fare', 'Embarked', 'Parch', 'Age'})",frozenset({'Pclass'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Sex', 'Fare', 'Embarked', 'Parch', 'Pclass'})",frozenset({'Age'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Sex', 'Fare', 'Parch', 'Age', 'Pclass'})",frozenset({'Embarked'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Sex', 'Embarked', 'Parch', 'Age', 'Pclass'})",frozenset({'Fare'}),0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Fare', 'Embarked', 'Parch', 'Age', 'Pclass'})",frozenset({'Sex'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Parch', 'Sex', 'Fare'})","frozenset({'Age', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Sex', 'Fare', 'Age'})","frozenset({'Embarked', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Sex', 'Fare', 'Pclass'})","frozenset({'Embarked', 'Age'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Parch', 'Sex', 'Age'})","frozenset({'Fare', 'Pclass'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Embarked', 'Parch', 'Sex', 'Pclass'})","frozenset({'Age', 'Fare'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Parch', 'Sex', 'Pclass', 'Age'})","frozenset({'Embarked', 'Fare'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Embarked', 'Parch', 'Age', 'Fare'})","frozenset({'Sex', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Parch', 'Fare', 'Pclass'})","frozenset({'Sex', 'Age'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Age', 'Fare', 'Pclass'})","frozenset({'Embarked', 'Sex'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Parch', 'Age', 'Pclass'})","frozenset({'Sex', 'Fare'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Parch', 'Sex', 'Fare'})","frozenset({'Embarked', 'Age', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Parch', 'Sex'})","frozenset({'Age', 'Fare', 'Pclass'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Parch', 'Sex', 'Age'})","frozenset({'Embarked', 'Fare', 'Pclass'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Parch', 'Sex', 'Pclass'})","frozenset({'Embarked', 'Age', 'Fare'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Embarked', 'Parch', 'Fare'})","frozenset({'Sex', 'Pclass', 'Age'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Age', 'Fare'})","frozenset({'Embarked', 'Sex', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Fare', 'Pclass'})","frozenset({'Embarked', 'Sex', 'Age'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Parch', 'Age'})","frozenset({'Sex', 'Fare', 'Pclass'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Embarked', 'Parch', 'Pclass'})","frozenset({'Sex', 'Fare', 'Age'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Parch', 'Age', 'Pclass'})","frozenset({'Embarked', 'Sex', 'Fare'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Parch', 'Sex'})","frozenset({'Embarked', 'Age', 'Fare', 'Pclass'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Parch', 'Fare'})","frozenset({'Embarked', 'Sex', 'Pclass', 'Age'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Parch'})","frozenset({'Sex', 'Fare', 'Age', 'Pclass'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Parch', 'Age'})","frozenset({'Embarked', 'Sex', 'Fare', 'Pclass'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Parch', 'Pclass'})","frozenset({'Embarked', 'Sex', 'Fare', 'Age'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
frozenset({'Parch'}),"frozenset({'Sex', 'Fare', 'Embarked', 'Age', 'Pclass'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Sex', 'Fare', 'classification', 'Parch', 'Age'})",frozenset({'Pclass'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Sex', 'Fare', 'classification', 'Parch', 'Pclass'})",frozenset({'Age'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Sex', 'Fare', 'Parch', 'Age', 'Pclass'})",frozenset({'classification'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Sex', 'classification', 'Parch', 'Age', 'Pclass'})",frozenset({'Fare'}),0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Fare', 'classification', 'Parch', 'Age', 'Pclass'})",frozenset({'Sex'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'classification', 'Sex', 'Fare'})","frozenset({'Age', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Sex', 'Fare', 'Age'})","frozenset({'classification', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Sex', 'Fare', 'Pclass'})","frozenset({'classification', 'Age'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'classification', 'Sex', 'Parch', 'Age'})","frozenset({'Fare', 'Pclass'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'classification', 'Sex', 'Parch', 'Pclass'})","frozenset({'Age', 'Fare'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Parch', 'Sex', 'Pclass', 'Age'})","frozenset({'classification', 'Fare'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'classification', 'Parch', 'Fare', 'Age'})","frozenset({'Sex', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'classification', 'Parch', 'Fare', 'Pclass'})","frozenset({'Sex', 'Age'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Age', 'Fare', 'Pclass'})","frozenset({'classification', 'Sex'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'classification', 'Age', 'Parch', 'Pclass'})","frozenset({'Sex', 'Fare'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Parch', 'Sex', 'Fare'})","frozenset({'classification', 'Age', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'classification', 'Sex', 'Parch'})","frozenset({'Age', 'Fare', 'Pclass'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Parch', 'Sex', 'Age'})","frozenset({'classification', 'Fare', 'Pclass'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Parch', 'Sex', 'Pclass'})","frozenset({'classification', 'Age', 'Fare'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'classification', 'Parch', 'Fare'})","frozenset({'Sex', 'Pclass', 'Age'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Age', 'Fare'})","frozenset({'classification', 'Sex', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Fare', 'Pclass'})","frozenset({'classification', 'Sex', 'Age'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'classification', 'Age', 'Parch'})","frozenset({'Sex', 'Fare', 'Pclass'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'classification', 'Parch', 'Pclass'})","frozenset({'Sex', 'Fare', 'Age'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Parch', 'Age', 'Pclass'})","frozenset({'classification', 'Sex', 'Fare'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Parch', 'Sex'})","frozenset({'classification', 'Age', 'Fare', 'Pclass'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Parch', 'Fare'})","frozenset({'classification', 'Sex', 'Pclass', 'Age'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'classification', 'Parch'})","frozenset({'Sex', 'Fare', 'Age', 'Pclass'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Parch', 'Age'})","frozenset({'classification', 'Sex', 'Fare', 'Pclass'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Parch', 'Pclass'})","frozenset({'classification', 'Sex', 'Fare', 'Age'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
frozenset({'Parch'}),"frozenset({'Sex', 'Fare', 'classification', 'Age', 'Pclass'})",0.2708333333333333,0.9861111111111112,0.2708333333333333,1.0,1.0140845070422535,0.00376157407407407,inf
"frozenset({'Sex', 'classification', 'Embarked', 'Parch', 'Age'})",frozenset({'Pclass'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Sex', 'classification', 'Embarked', 'Parch', 'Pclass'})",frozenset({'Age'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Sex', 'classification', 'Parch', 'Age', 'Pclass'})",frozenset({'Embarked'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Sex', 'Embarked', 'Parch', 'Age', 'Pclass'})",frozenset({'classification'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'classification', 'Embarked', 'Parch', 'Age', 'Pclass'})",frozenset({'Sex'}),0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'classification', 'Sex', 'Parch'})","frozenset({'Age', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'classification', 'Sex', 'Parch', 'Age'})","frozenset({'Embarked', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'classification', 'Sex', 'Parch', 'Pclass'})","frozenset({'Embarked', 'Age'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Parch', 'Sex', 'Age'})","frozenset({'classification', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Parch', 'Sex', 'Pclass'})","frozenset({'classification', 'Age'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Sex', 'Pclass', 'Age'})","frozenset({'Embarked', 'classification'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'classification', 'Age', 'Parch'})","frozenset({'Sex', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'classification', 'Parch', 'Pclass'})","frozenset({'Sex', 'Age'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'classification', 'Age', 'Parch', 'Pclass'})","frozenset({'Embarked', 'Sex'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Parch', 'Age', 'Pclass'})","frozenset({'classification', 'Sex'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'classification', 'Sex', 'Parch'})","frozenset({'Embarked', 'Age', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Parch', 'Sex'})","frozenset({'classification', 'Age', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Sex', 'Age'})","frozenset({'Embarked', 'classification', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Sex', 'Pclass'})","frozenset({'Embarked', 'classification', 'Age'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'classification', 'Parch'})","frozenset({'Sex', 'Pclass', 'Age'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'classification', 'Age', 'Parch'})","frozenset({'Embarked', 'Sex', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'classification', 'Parch', 'Pclass'})","frozenset({'Embarked', 'Sex', 'Age'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Parch', 'Age'})","frozenset({'classification', 'Sex', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Parch', 'Pclass'})","frozenset({'classification', 'Sex', 'Age'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Age', 'Pclass'})","frozenset({'Embarked', 'classification', 'Sex'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Sex'})","frozenset({'Embarked', 'classification', 'Age', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'classification', 'Parch'})","frozenset({'Embarked', 'Sex', 'Pclass', 'Age'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Parch'})","frozenset({'classification', 'Sex', 'Pclass', 'Age'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Age'})","frozenset({'Embarked', 'classification', 'Sex', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Parch', 'Pclass'})","frozenset({'Embarked', 'classification', 'Sex', 'Age'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
frozenset({'Parch'}),"frozenset({'Sex', 'classification', 'Embarked', 'Age', 'Pclass'})",0.2708333333333333,1.0,0.2708333333333333,1.0,1.0,0.0,inf
"frozenset({'Sex', 'Fare', 'classification', 'Embarked', 'Age'})",frozenset({'Pclass'}),0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Sex', 'Fare', 'classification', 'Embarked', 'Pclass'})",frozenset({'Age'}),0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Sex', 'Fare', 'classification', 'Age', 'Pclass'})",frozenset({'Embarked'}),0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Sex', 'Fare', 'Embarked', 'Age', 'Pclass'})",frozenset({'classification'}),0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Sex', 'classification', 'Embarked', 'Age', 'Pclass'})",frozenset({'Fare'}),1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Fare', 'classification', 'Embarked', 'Age', 'Pclass'})",frozenset({'Sex'}),0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'classification', 'Sex', 'Fare'})","frozenset({'Age', 'Pclass'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'classification', 'Sex', 'Fare', 'Age'})","frozenset({'Embarked', 'Pclass'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'classification', 'Sex', 'Fare', 'Pclass'})","frozenset({'Embarked', 'Age'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Sex', 'Fare', 'Age'})","frozenset({'classification', 'Pclass'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Sex', 'Fare', 'Pclass'})","frozenset({'classification', 'Age'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Sex', 'Fare', 'Age', 'Pclass'})","frozenset({'Embarked', 'classification'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'classification', 'Sex', 'Age'})","frozenset({'Fare', 'Pclass'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Embarked', 'classification', 'Sex', 'Pclass'})","frozenset({'Age', 'Fare'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'classification', 'Sex', 'Pclass', 'Age'})","frozenset({'Embarked', 'Fare'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Embarked', 'Sex', 'Pclass', 'Age'})","frozenset({'classification', 'Fare'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Embarked', 'classification', 'Age', 'Fare'})","frozenset({'Sex', 'Pclass'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'classification', 'Fare', 'Pclass'})","frozenset({'Sex', 'Age'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'classification', 'Age', 'Fare', 'Pclass'})","frozenset({'Embarked', 'Sex'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Age', 'Fare', 'Pclass'})","frozenset({'classification', 'Sex'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'classification', 'Age', 'Pclass'})","frozenset({'Sex', 'Fare'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'classification', 'Sex', 'Fare'})","frozenset({'Embarked', 'Age', 'Pclass'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Sex', 'Fare'})","frozenset({'classification', 'Age', 'Pclass'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Sex', 'Fare', 'Age'})","frozenset({'Embarked', 'classification', 'Pclass'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Sex', 'Fare', 'Pclass'})","frozenset({'Embarked', 'classification', 'Age'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'classification', 'Sex'})","frozenset({'Age', 'Fare', 'Pclass'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'classification', 'Sex', 'Age'})","frozenset({'Embarked', 'Fare', 'Pclass'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'classification', 'Sex', 'Pclass'})","frozenset({'Embarked', 'Age', 'Fare'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Embarked', 'Sex', 'Age'})","frozenset({'classification', 'Fare', 'Pclass'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Embarked', 'Sex', 'Pclass'})","frozenset({'classification', 'Age', 'Fare'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Sex', 'Pclass', 'Age'})","frozenset({'Embarked', 'classification', 'Fare'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Embarked', 'classification', 'Fare'})","frozenset({'Sex', 'Pclass', 'Age'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'classification', 'Age', 'Fare'})","frozenset({'Embarked', 'Sex', 'Pclass'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'classification', 'Fare', 'Pclass'})","frozenset({'Embarked', 'Sex', 'Age'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Age', 'Fare'})","frozenset({'classification', 'Sex', 'Pclass'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Fare', 'Pclass'})","frozenset({'classification', 'Sex', 'Age'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Age', 'Fare', 'Pclass'})","frozenset({'Embarked', 'classification', 'Sex'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'classification', 'Age'})","frozenset({'Sex', 'Fare', 'Pclass'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Embarked', 'classification', 'Pclass'})","frozenset({'Sex', 'Fare', 'Age'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'classification', 'Age', 'Pclass'})","frozenset({'Embarked', 'Sex', 'Fare'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Embarked', 'Age', 'Pclass'})","frozenset({'classification', 'Sex', 'Fare'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Sex', 'Fare'})","frozenset({'Embarked', 'classification', 'Age', 'Pclass'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'classification', 'Sex'})","frozenset({'Embarked', 'Age', 'Fare', 'Pclass'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Embarked', 'Sex'})","frozenset({'classification', 'Age', 'Fare', 'Pclass'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Sex', 'Age'})","frozenset({'Embarked', 'classification', 'Fare', 'Pclass'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Sex', 'Pclass'})","frozenset({'Embarked', 'classification', 'Age', 'Fare'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'classification', 'Fare'})","frozenset({'Embarked', 'Sex', 'Pclass', 'Age'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'Fare'})","frozenset({'classification', 'Sex', 'Pclass', 'Age'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Age', 'Fare'})","frozenset({'Embarked', 'classification', 'Sex', 'Pclass'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Fare', 'Pclass'})","frozenset({'Embarked', 'classification', 'Sex', 'Age'})",0.9861111111111112,1.0,0.9861111111111112,1.0,1.0,0.0,inf
"frozenset({'Embarked', 'classification'})","frozenset({'Sex', 'Fare', 'Age', 'Pclass'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'classification', 'Age'})","frozenset({'Embarked', 'Sex', 'Fare', 'Pclass'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'classification', 'Pclass'})","frozenset({'Embarked', 'Sex', 'Fare', 'Age'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Embarked', 'Age'})","frozenset({'classification', 'Sex', 'Fare', 'Pclass'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Embarked', 'Pclass'})","frozenset({'classification', 'Sex', 'Fare', 'Age'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
"frozenset({'Age', 'Pclass'})","frozenset({'Embarked', 'classification', 'Sex', 'Fare'})",1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,1.0,0.0,1.0
